id,state,month,year,dayweek,crash_type,bus_involvement,rigid_truck_involvement,articulated_truck_involvement,speed_limit,road_user,gender,age,time
25455096,Washington,July,2015,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Passenger,Male,50,18:51
25339703,District of Columbia,July,2020,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,unknown2,Female,36,22:32
93814513,California,August,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,Pedestrian,Male,54,18:30
05288279,Virginia,March,2021,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Pedestrian,Male,91,6:24
25985482,Florida,March,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Female,89,18:22
40673196,Missouri,November,2017,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Passenger,Male,89,1:37
80033567,New York,June,2020,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,63,4:27
21259951,Tennessee,May,2022,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Female,85,3:32
51924223,Missouri,September,2021,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Driver,Male,54,3:23
68599182,Colorado,July,2020,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,10,0:05
16212336,Tennessee,August,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,60,23:07
60541179,Texas,September,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Motorcycle rider,Female,63,22:23
90913358,California,August,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Driver,Female,29,4:48
21477626,Alabama,June,2018,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Passenger,Female,28,7:08
47470887,Illinois,July,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Female,73,21:42
08687388,Pennsylvania,September,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Pedestrian,Male,21,14:34
29879021,Florida,May,2021,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,40,0:18
64356262,California,July,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,85,6:49
20780379,Texas,May,2015,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,20,18:02
81409535,Texas,December,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Male,55,3:13
69994008,Florida,September,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Female,36,22:09
89859249,West Virginia,October,2018,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Female,96,7:09
43463242,Louisiana,March,2020,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Passenger,Male,49,2:42
06005499,Kansas,January,2016,Friday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,19,20:29
54656530,Missouri,July,2018,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,98,3:40
59635107,Pennsylvania,August,2018,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,67,15:13
05694467,Washington,October,2018,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,87,10:19
69836086,Virginia,April,2021,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,23,7:11
84551585,Alabama,May,2017,Tuesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,100,Driver,Female,98,20:24
07457202,Texas,November,2017,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Female,34,17:53
38250166,District of Columbia,August,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Female,46,17:27
73905449,Florida,July,2022,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,95,18:12
48785195,Georgia,July,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Female,92,11:30
74942341,Nebraska,December,2022,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Male,94,18:28
70631777,Michigan,January,2022,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,17,21:47
50226042,Alabama,January,2019,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Male,49,9:19
87550254,California,March,2022,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,87,2:12
00792646,California,September,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,18,4:30
80329782,Virginia,January,2020,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,44,3:31
31165367,Kansas,April,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,58,19:55
53607977,Minnesota,March,2018,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Male,54,9:34
80215520,District of Columbia,December,2021,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,79,18:01
11978939,Maryland,July,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown1,Female,69,2:39
92422164,Virginia,June,2021,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,25,10:08
79122186,Texas,September,2016,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,63,15:29
06553531,Florida,May,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,86,4:36
89185290,Texas,May,2017,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Driver,Female,29,18:34
72104336,Florida,October,2015,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,34,12:42
93583188,Louisiana,March,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,49,12:11
14767415,Ohio,April,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Female,75,4:28
73625069,Texas,November,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown2,Male,82,12:39
38196895,Wisconsin,February,2017,Sunday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Female,47,1:09
23541241,Georgia,January,2019,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Passenger,Female,84,0:41
98958559,Kansas,April,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Motorcycle rider,Female,75,1:56
45572913,California,April,2022,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Driver,Female,30,11:31
58282922,Texas,February,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,Driver,Female,27,13:06
71054657,Illinois,December,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Male,51,16:30
12159041,West Virginia,January,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,34,1:31
90381678,Utah,March,2016,Wednesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,55,13:51
44417564,Hawaii,December,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,47,23:55
20780010,Alabama,April,2018,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Female,59,5:56
64779343,Florida,October,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,79,10:45
39513457,Idaho,May,2020,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Passenger,Male,40,16:24
46100764,Tennessee,January,2016,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Male,36,22:43
31269702,Pennsylvania,February,2017,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,unknown1,Male,10,13:46
82953017,Florida,July,2017,Monday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Pedestrian,Female,48,21:16
50980998,Ohio,April,2020,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Male,47,15:31
87761095,Illinois,June,2021,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,48,12:35
73612533,California,January,2018,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,21,13:43
38197254,Arizona,March,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,46,5:26
53031675,New York,July,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Male,54,22:15
59982111,South Carolina,November,2022,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Female,41,6:50
08371354,Texas,November,2015,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,69,0:14
29023369,Illinois,April,2016,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown2,Female,53,17:56
89337592,Georgia,August,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Female,56,20:40
03717914,North Carolina,July,2018,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,98,22:53
01955778,District of Columbia,January,2021,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,14,18:09
16664564,Florida,October,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Passenger,Male,51,9:23
29254964,Georgia,February,2016,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,24,23:09
54139478,Massachusetts,March,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown1,Male,54,11:55
33922984,Louisiana,April,2016,Wednesday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,Pedestrian,Male,77,12:38
92580652,Indiana,August,2020,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Passenger,Male,93,23:51
35183949,Connecticut,May,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,82,7:04
59292795,Indiana,November,2015,Tuesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,12,3:03
31687917,New York,February,2022,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,unknown1,Male,46,6:30
66360953,Texas,August,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,17,18:28
34654892,Georgia,April,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Male,57,7:39
00090593,Washington,April,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,14,10:59
82230149,California,January,2021,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Male,78,10:54
03284414,North Carolina,May,2018,Tuesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Female,40,14:33
49078482,Texas,January,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,54,1:47
44500325,Florida,August,2022,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,95,2:19
73838023,Indiana,November,2019,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Female,12,4:19
19819359,California,October,2017,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,25,16:47
62142665,Missouri,May,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Female,70,23:22
64527623,Illinois,October,2022,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,43,2:08
45739746,Iowa,September,2019,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown1,Female,87,14:26
68480164,Minnesota,December,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,58,13:17
17005088,Indiana,May,2015,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Motorcycle rider,Female,77,6:08
38664619,California,January,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,89,6:24
50829275,Washington,July,2019,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,32,17:50
00697281,Minnesota,July,2016,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown2,Male,90,21:46
52078878,Georgia,January,2020,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,64,23:36
91318628,California,September,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Motorcycle rider,Female,63,2:27
22524743,Wisconsin,November,2021,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown1,Male,55,8:30
55932445,Minnesota,June,2022,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Male,63,4:20
58713656,Georgia,March,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,26,22:56
10781684,Kentucky,February,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Motorcycle rider,Male,37,2:28
37783455,New York,March,2017,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,90,6:16
80472474,Connecticut,October,2017,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Passenger,Female,42,11:40
14898971,California,March,2019,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Male,21,21:59
25653360,Florida,February,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,34,5:57
58790828,Alabama,August,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,83,2:18
94873707,Texas,May,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Female,47,20:35
43452456,New York,February,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Pedestrian,Female,21,16:38
00488920,Illinois,July,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,95,8:17
37551415,Texas,October,2022,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,10,12:11
88948397,Colorado,September,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,39,12:08
98986469,New York,June,2022,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Female,31,8:29
90071920,Texas,July,2018,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,Driver,Male,79,13:07
27241476,Virginia,November,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown2,Male,87,10:59
33696151,Arkansas,December,2018,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,40,Motorcycle rider,Female,45,18:04
13413337,Texas,June,2021,Thursday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Female,59,0:27
31790662,New Mexico,January,2018,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,70,Passenger,Male,84,3:19
83053020,Florida,September,2018,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Passenger,Female,94,7:25
23978904,Tennessee,June,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Female,58,20:56
45917493,Ohio,February,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Female,48,0:56
27735531,Indiana,August,2016,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Passenger,Male,61,22:09
52120247,Oklahoma,December,2018,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown1,Female,86,2:25
25399436,California,October,2015,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,57,23:28
32363294,Texas,November,2021,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Male,45,4:11
93343455,New York,October,2016,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Pedestrian,Female,29,23:26
35466985,California,August,2015,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,unknown1,Female,57,17:33
00660081,Tennessee,August,2016,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Passenger,Male,68,13:58
67518771,Georgia,March,2021,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,84,10:45
25740157,Louisiana,August,2016,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,50,unknown1,Female,37,12:28
59390732,Nevada,March,2022,Saturday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Male,78,3:34
72764931,Hawaii,April,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,71,2:52
71065558,Florida,June,2016,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,23,14:21
12969216,Illinois,July,2016,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Female,44,14:08
06621607,Ohio,June,2020,Thursday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Motorcycle rider,Female,25,6:32
30788748,Colorado,September,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Male,69,21:26
24197653,Nebraska,November,2022,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown2,Male,61,15:45
26366948,Virginia,October,2015,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,57,14:21
84298129,California,July,2018,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Female,82,21:47
99114006,Connecticut,June,2020,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Male,97,1:20
79715843,District of Columbia,August,2017,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Motorcycle rider,Female,79,1:35
04460437,Missouri,September,2016,Friday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,60,Motorcycle rider,Female,50,12:15
35541616,Florida,June,2021,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,16,19:52
27263561,California,May,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,Driver,Female,80,9:09
16348073,Louisiana,August,2017,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,63,14:56
27586861,Texas,June,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,unknown1,Female,97,7:52
19201180,Missouri,March,2021,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Motorcycle rider,Female,70,22:39
72525199,California,February,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Pedestrian,Male,48,21:58
20607059,California,February,2019,Thursday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,unknown2,Male,37,12:50
90846971,Texas,March,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,unknown1,Male,87,12:50
99766867,New York,September,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,93,22:33
82128355,Michigan,May,2019,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,unknown1,Male,71,13:24
43661560,New York,November,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Female,25,0:43
75495528,Florida,August,2016,Saturday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,60,Passenger,Male,31,14:24
23058618,Oregon,May,2021,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,73,21:37
83283320,North Carolina,April,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Pedestrian,Male,50,4:31
30205036,Iowa,October,2020,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,86,12:32
26446678,Connecticut,July,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,50,unknown1,Female,58,7:31
94326707,Ohio,September,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Pedestrian,Male,66,20:06
96189670,Florida,March,2017,Wednesday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,81,9:51
76880726,Tennessee,September,2018,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Female,46,22:42
29980709,Florida,July,2016,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Male,52,6:18
84924988,California,September,2021,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,72,14:24
59506724,Pennsylvania,February,2021,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Driver,Female,15,4:37
66057294,Kentucky,January,2022,Monday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,60,Driver,Male,38,20:33
83745596,Maryland,February,2017,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Pedestrian,Male,89,2:28
47905886,New York,October,2016,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,80,Driver,Female,37,7:16
91042798,Ohio,April,2020,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,94,12:13
64145204,Indiana,October,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Driver,Female,34,1:43
29952150,Kentucky,April,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Pedestrian,Male,55,7:48
31666790,Iowa,September,2022,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Motorcycle rider,Male,87,17:16
94658029,New York,October,2019,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,70,Passenger,Female,90,22:53
34835843,Arizona,August,2018,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,31,2:15
66907821,South Dakota,June,2021,Tuesday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,unknown2,Male,91,9:17
18405773,Delaware,November,2022,Saturday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,91,14:56
14337768,California,September,2020,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,100,Driver,Male,15,16:17
66951345,California,December,2020,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Driver,Male,52,1:27
48580939,Texas,October,2017,Monday,Single Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown2,Male,26,13:53
92224657,District of Columbia,January,2022,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,unknown2,Male,19,12:12
95466272,Louisiana,October,2017,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,90,Motorcycle rider,Male,18,1:25
57880463,Louisiana,September,2021,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,110,unknown1,Female,82,4:27
02584368,Iowa,May,2015,Friday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,91,10:05
01906947,West Virginia,October,2020,Sunday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,80,unknown1,Male,61,2:44
49284288,California,August,2015,Saturday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,Motorcycle rider,Male,89,15:11
00694262,Florida,December,2017,Thursday,Multiple Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,60,unknown2,Female,33,6:32
11672447,Tennessee,April,2019,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,100,Pedestrian,Female,97,8:14
54362399,Texas,November,2021,Thursday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Motorcycle rider,Male,92,13:31
99182459,Kansas,July,2022,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Driver,Female,87,11:56
77406236,Oklahoma,October,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,40,Driver,Female,67,3:39
54967121,Texas,October,2018,Sunday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,Passenger,Male,43,9:43
33590777,Tennessee,July,2015,Wednesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,120,unknown1,Male,15,1:39
60775082,Virginia,April,2015,Tuesday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,110,Passenger,Male,12,5:10
47154565,District of Columbia,November,2017,Friday,Multiple Vehicle,yes,no,error: Illegal quoting in line 1.,90,Passenger,Male,57,5:29
05274341,Connecticut,August,2020,Sunday,Single Vehicle,no,error: no implicit conversion of Range into Integer,error: Illegal quoting in line 1.,120,Motorcycle rider,Female,80,7:52
